dateObserved,temperature,relativeHumidity,hour,month
2023-05-27 04:11:00+00:00,12.951476,77.514534,4,5
2023-05-27 04:21:00+00:00,12.911422,77.83116,4,5
2023-05-27 04:51:00+00:00,13.111696,77.37911,4,5
2023-05-27 05:01:00+00:00,13.271915,76.94423,5,5
2023-05-27 05:11:00+00:00,13.587014,75.89517,5,5
2023-05-27 05:41:00+00:00,14.334706,72.79378,5,5
2023-05-27 05:51:00+00:00,14.537652,72.27497,5,5
2023-05-27 06:01:00+00:00,14.8126955,71.34989,6,5
2023-05-27 06:31:00+00:00,15.803388,68.515526,6,5
2023-05-27 07:41:00+00:00,18.609903,58.925232,7,5
2023-05-27 07:51:00+00:00,18.943695,58.902344,7,5
2023-05-27 08:01:00+00:00,18.91966,58.29961,8,5
2023-05-27 08:11:00+00:00,19.264133,57.605324,8,5
2023-05-27 08:41:00+00:00,20.011826,56.57534,8,5
2023-05-27 08:51:00+00:00,19.800869,56.541008,8,5
2023-05-27 09:21:00+00:00,21.33898,54.584038,9,5
2023-05-27 10:51:00+00:00,23.590067,49.254826,10,5
2023-05-27 11:31:00+00:00,24.118792,47.809032,11,5
2023-05-27 14:01:00+00:00,24.10277,42.81361,14,5
2023-05-27 14:11:00+00:00,24.172197,45.417183,14,5
2023-05-27 14:21:00+00:00,24.014648,44.20409,14,5
2023-05-27 14:41:00+00:00,24.1001,44.6981,14,5
2023-05-27 15:41:00+00:00,24.182878,42.43786,15,5
2023-05-27 15:51:00+00:00,24.209583,42.49508,15,5
2023-05-27 16:11:00+00:00,24.182878,42.53132,16,5
2023-05-27 16:21:00+00:00,24.014648,42.744946,16,5
2023-05-27 16:31:00+00:00,23.915846,43.11116,16,5
2023-05-27 16:41:00+00:00,23.78767,42.344395,16,5
2023-05-27 17:21:00+00:00,23.429846,43.191273,17,5
2023-05-27 17:31:00+00:00,23.269627,43.628063,17,5
2023-05-27 17:51:00+00:00,22.981232,43.7673,17,5
2023-05-27 18:01:00+00:00,22.775616,44.37003,18,5
2023-05-27 18:21:00+00:00,22.463188,44.92508,18,5
2023-05-27 18:31:00+00:00,22.24422,45.070038,18,5
2023-05-27 18:51:00+00:00,21.74487,46.264057,18,5
2023-05-27 19:31:00+00:00,20.572596,50.45838,19,5
2023-05-27 19:41:00+00:00,20.30289,51.349125,19,5
2023-05-27 19:51:00+00:00,20.12398,51.9881,19,5
2023-05-27 20:01:00+00:00,19.910353,52.859768,20,5
2023-05-27 20:31:00+00:00,19.864958,50.937134,20,5
2023-05-27 20:41:00+00:00,19.675364,52.031967,20,5
2023-05-27 20:51:00+00:00,19.589914,51.686733,20,5
2023-05-27 21:01:00+00:00,19.411001,51.881287,21,5
2023-05-27 21:11:00+00:00,19.280155,52.478294,21,5
2023-05-27 21:21:00+00:00,19.106585,53.140156,21,5
2023-05-27 21:41:00+00:00,18.468376,55.61593,21,5
2023-05-27 21:51:00+00:00,17.410925,59.82742,21,5
2023-05-27 22:01:00+00:00,16.95697,61.66804,22,5
2023-05-27 22:11:00+00:00,16.703289,62.19829,22,5
2023-05-27 22:41:00+00:00,16.078432,64.94682,22,5
2023-05-27 22:51:00+00:00,15.819409,66.16373,22,5
2023-05-27 23:01:00+00:00,15.608454,67.075455,23,5
2023-05-27 23:11:00+00:00,15.488289,67.47219,23,5
2023-05-27 23:51:00+00:00,14.839398,69.856415,23,5
2023-05-28 00:11:00+00:00,14.521629,70.84444,0,5
2023-05-28 00:21:00+00:00,14.35874,71.32319,0,5
2023-05-28 00:31:00+00:00,14.249256,71.83818,0,5
2023-05-28 00:41:00+00:00,14.11307,72.20058,0,5
2023-05-28 00:51:00+00:00,13.971542,72.91585,0,5
2023-05-28 01:01:00+00:00,13.843366,73.23056,1,5
2023-05-28 01:11:00+00:00,13.725872,74.2987,1,5
2023-05-28 01:21:00+00:00,13.474861,75.10361,1,5
2023-05-28 01:31:00+00:00,13.30663,75.81125,1,5
2023-05-28 01:41:00+00:00,13.234531,76.5494,1,5
2023-05-28 02:01:00+00:00,13.002213,77.31045,2,5
2023-05-28 02:11:00+00:00,12.962157,77.30663,2,5
2023-05-28 02:21:00+00:00,12.8152895,78.03143,2,5
2023-05-28 02:31:00+00:00,12.657741,78.79057,2,5
2023-05-28 02:41:00+00:00,12.566949,78.81918,2,5
2023-05-28 02:51:00+00:00,12.481499,79.64889,2,5
2023-05-28 03:01:00+00:00,12.364004,80.01129,3,5
2023-05-28 03:11:00+00:00,12.222477,80.72083,3,5
2023-05-28 03:31:00+00:00,12.0969715,81.672615,3,5
2023-05-28 03:41:00+00:00,11.992828,82.29633,3,5
2023-05-28 04:01:00+00:00,11.848631,82.67017,4,5
2023-05-28 04:11:00+00:00,11.904707,82.19714,4,5
2023-05-28 04:31:00+00:00,12.0969715,81.49142,4,5
2023-05-28 04:41:00+00:00,12.187762,81.45136,4,5
2023-05-28 04:51:00+00:00,12.361334,80.55871,4,5
2023-05-28 05:21:00+00:00,13.30129,76.32052,5,5
2023-05-28 05:31:00+00:00,13.667125,74.1461,5,5
2023-05-28 05:41:00+00:00,13.808652,73.36408,5,5
2023-05-28 06:01:00+00:00,14.639124,71.971695,6,5
2023-05-28 06:21:00+00:00,15.766003,67.98909,6,5
2023-05-28 06:31:00+00:00,15.971619,67.3444,6,5
2023-05-28 06:41:00+00:00,16.497673,64.34028,6,5
2023-05-28 07:01:00+00:00,17.44564,62.116272,7,5
2023-05-28 07:21:00+00:00,18.380255,58.98436,7,5
2023-05-28 07:41:00+00:00,19.007782,56.45327,7,5
2023-05-28 07:43:00+00:00,19.007782,56.45327,7,5
2023-05-28 07:51:00+00:00,19.541847,55.02655,7,5
2023-05-28 08:01:00+00:00,19.563211,54.906387,8,5
2023-05-28 08:11:00+00:00,19.822233,55.161976,8,5
2023-05-28 08:21:00+00:00,19.782177,53.271763,8,5
2023-05-28 08:31:00+00:00,20.113298,53.006638,8,5
2023-05-28 08:41:00+00:00,20.548561,51.381554,8,5
2023-05-28 09:01:00+00:00,21.039902,49.71069,9,5
2023-05-28 09:11:00+00:00,21.411077,49.123215,9,5
2023-05-28 09:21:00+00:00,22.148088,47.967346,9,5
2023-05-28 09:31:00+00:00,22.06264,47.740368,9,5
2023-05-28 10:21:00+00:00,23.112078,44.87549,10,5
2023-05-28 10:41:00+00:00,23.587397,44.53025,10,5
2023-05-28 10:51:00+00:00,24.204243,41.888535,10,5
2023-05-28 11:21:00+00:00,24.337759,39.9926,11,5
2023-05-28 11:31:00+00:00,24.238956,40.263447,11,5
2023-05-28 11:41:00+00:00,24.610132,38.134815,11,5
2023-05-28 12:11:00+00:00,25.229649,34.526054,12,5
2023-05-28 12:31:00+00:00,24.92523,33.456017,12,5
2023-05-28 12:41:00+00:00,24.99466,34.5375,12,5
2023-05-28 12:51:00+00:00,24.866484,34.539406,12,5
2023-05-28 13:01:00+00:00,24.572748,34.688183,13,5
2023-05-28 13:11:00+00:00,24.618143,33.923325,13,5
2023-05-28 13:21:00+00:00,24.455254,33.22141,13,5
2023-05-28 13:31:00+00:00,24.407187,34.18845,13,5
2023-05-28 13:41:00+00:00,24.35111,34.12169,13,5
2023-05-28 13:51:00+00:00,24.818419,35.151676,13,5
2023-05-28 14:01:00+00:00,24.319067,34.978104,14,5
2023-05-28 14:11:00+00:00,24.572748,34.129322,14,5
2023-05-28 14:41:00+00:00,24.35378,33.303425,14,5
2023-05-28 14:51:00+00:00,24.399176,33.52659,14,5
2023-05-28 15:01:00+00:00,24.34844,33.562828,15,5
2023-05-28 15:21:00+00:00,24.308384,33.986267,15,5
2023-05-28 15:31:00+00:00,24.225605,34.850307,15,5
2023-05-28 15:41:00+00:00,24.313726,34.531776,15,5
2023-05-28 15:51:00+00:00,24.337759,35.64378,15,5
2023-05-28 16:01:00+00:00,24.262989,34.300983,16,5
2023-05-28 16:21:00+00:00,24.27901,33.35111,16,5
2023-05-28 16:31:00+00:00,24.174868,34.98764,16,5
2023-05-28 16:41:00+00:00,24.198902,34.526054,16,5
2023-05-28 16:51:00+00:00,24.065386,34.35439,16,5
2023-05-28 17:01:00+00:00,23.881132,34.46311,17,5
2023-05-28 17:11:00+00:00,23.803692,35.216526,17,5
2023-05-28 17:21:00+00:00,23.68887,36.093918,17,5
2023-05-28 17:31:00+00:00,23.440529,35.378654,17,5
2023-05-28 17:41:00+00:00,23.232243,36.55169,17,5
2023-05-28 17:51:00+00:00,23.088045,37.131535,17,5
2023-05-28 18:01:00+00:00,22.906462,38.398033,18,5
2023-05-28 18:11:00+00:00,22.748913,39.763714,18,5
2023-05-28 18:21:00+00:00,22.511253,40.562904,18,5
2023-05-28 18:31:00+00:00,22.351034,40.604866,18,5
2023-05-28 18:41:00+00:00,22.23621,40.65446,18,5
2023-05-28 19:01:00+00:00,21.83032,41.594795,19,5
2023-05-28 19:11:00+00:00,21.726177,41.46128,19,5
2023-05-28 19:21:00+00:00,21.437782,41.96483,19,5
2023-05-28 19:31:00+00:00,21.176088,42.82124,19,5
2023-05-28 19:41:00+00:00,21.128023,42.632412,19,5
2023-05-28 19:51:00+00:00,20.975815,42.666744,19,5
2023-05-28 20:01:00+00:00,20.925077,42.476006,20,5
2023-05-28 20:11:00+00:00,20.759518,42.840313,20,5
2023-05-28 20:21:00+00:00,20.521858,43.288548,20,5
2023-05-28 20:31:00+00:00,20.12398,45.016632,20,5
2023-05-28 21:01:00+00:00,18.607233,50.773098,21,5
2023-05-28 21:11:00+00:00,18.532463,50.832226,21,5
2023-05-28 21:21:00+00:00,17.726025,53.431984,21,5
2023-05-28 21:31:00+00:00,17.344168,54.43908,21,5
2023-05-28 21:41:00+00:00,17.106508,55.67506,21,5
2023-05-28 22:01:00+00:00,16.8101,56.35027,22,5
2023-05-28 22:21:00+00:00,16.71931,55.802853,22,5
2023-05-28 22:31:00+00:00,16.609827,55.9955,22,5
2023-05-28 22:41:00+00:00,16.39086,55.54345,22,5
2023-05-28 22:51:00+00:00,16.2253,55.01129,22,5
2023-05-28 23:01:00+00:00,16.545738,52.98375,23,5
2023-05-28 23:11:00+00:00,16.943619,50.477455,23,5
2023-05-28 23:31:00+00:00,17.304111,47.545815,23,5
2023-05-28 23:41:00+00:00,17.258717,49.020218,23,5
2023-05-28 23:51:00+00:00,16.994354,49.748837,23,5
2023-05-29 00:01:00+00:00,16.580454,51.509346,0,5
2023-05-29 00:11:00+00:00,16.102465,53.46441,0,5
2023-05-29 00:21:00+00:00,15.653849,54.811016,0,5
2023-05-29 00:41:00+00:00,15.199893,55.694134,0,5
2023-05-29 00:51:00+00:00,15.042344,56.130924,0,5
2023-05-29 01:01:00+00:00,14.8313875,57.801785,1,5
